,Text,Label
36638,"Her laboratory findings were as follows: platelet count 1000/ mm3 hematocrit 39%, WBC 7300/mm3 and RBC 466 x 10(4)/mm3.",Not ADE-related
36639,"PTX (800 mg d-1) and vit-E (1000 U d-1), orally administered daily for 18 months, were well tolerated.",Not ADE-related
36640,The patients' median age was 21.5 years (range 16 to 53 years) with a median SAPS II of 14 (range 12 to 84) and an APACHE II of 8 (range 6 to 36).,Not ADE-related
36641,These data support the hypothesis that a defect in drug detoxification was responsible for the child's susceptibility to this drug hepatotoxicity.,Not ADE-related
36642,The frequent use of neuroleptic drugs in the treatment of disturbed children and adolescents demands that clinicians be aware of the danger of tardive dyskinesia in this age group.,Not ADE-related
36643,Acute renal failure required dialysis but with subsequent recovery.,Not ADE-related
36644,"Since the 3 patients were relatively old (average age, 72 years old) and had various degrees of micro- and macroangiopathies, these side effects may have been associated with increased micro- and macrocirculatory disturbances in their central nervous systems through alpha-glucosidase inhibition of this agent.",Not ADE-related
36645,"To keep the artery patent, i.c. streptokinase had to be continued until emergency bypass surgery was performed.",Not ADE-related
36646,We report an unusual case of thrombocytopenia associated with neuroleptic malignant syndrome (NMS).,Not ADE-related
36647,The presence of a myopathy could render this patient susceptible to the respiratory effects of opioids.,Not ADE-related
36648,"When enzyme levels in the proband and relatives were compared with that in controls, an autosomal recessive pattern of inheritance was demonstrated.",Not ADE-related
36649,"Despite cessation of daunomycin, she demonstrated fluctuating systolic function in relation to ATRA administration.",Not ADE-related
36650,The authors present the first reported case of toxic shock syndrome associated with its use.,Not ADE-related
36651,"We report a patient with post-transplant lymphoma who was treated by renal allograft nephrectomy, discontinuation of immuno-suppressive therapy, and initiation of acyclovir administration.",Not ADE-related
36652,"Diagnosis is often difficult and is typically only made in patients without another explanation for deteriorating renal function, and is often based solely on improvement after drug withdrawal.",Not ADE-related
36653,"The pupil dilated more widely following this procedure, resulting in an improvement in the patient's visual field.",Not ADE-related
36654,Acute pancreatitis is a rare but severe complication of TACE.,Not ADE-related
36655,"Agranulocytosis is a disorder characterized by a severe decrease in the number of granulocytes in blood, that frequently occurs as an adverse reaction to some drugs.",Not ADE-related
36656,Norethisterone and gestational diabetes.,Not ADE-related
36657,Five months later the patient was diagnosed as MH-susceptible by the in vitro caffeine and halothane contracture test.,Not ADE-related
36658,RESULTS: The use of ECT in patients with MG is a viable therapeutic option when psychiatric complications secondary to MG or its treatment do not respond to psychotropic medications.,Not ADE-related
36659,"Choline magnesium trisalicylate was then administered in an effort to control her fever, and was successful.",Not ADE-related
36660,In renal transplant recipients it has previously been related to immunosuppressive treatment with cyclosporine.,Not ADE-related
36661,"Four occurred in combination with MTX, one with adalimumab.",Not ADE-related
36662,"Data on efficacy of late administration of oximes, particularly obidoxime, is limited.",Not ADE-related
36663,One patient was treated with disothiazide for premenstrual edema.,Not ADE-related
36664,Comparing his coronary angiograms with those obtained before surgery indicated a severely spastic left coronary artery.,Not ADE-related
36665,"These results suggest that the slowed clearance of cerivastatin in this patient might have been compounded by cytochrome P450, 2C8 dysfunction.",Not ADE-related
36666,Many combinations of methotrexate and folic or folinic acid have been used to limit the side effects of methotrexate therapy in psoriasis or psoriatic arthropathy.,Not ADE-related
36667,Effective treatment of coprophagia in a patient with schizophrenia with the novel atypical antipsychotic drug perospirone.,Not ADE-related
36668,The second case depicts acute CNS toxicity with known fatal potential.,Not ADE-related
36669,"In this case report, osteonecrosis of the maxilla in a 48-year-old female patient who was treated for acute myelogenous leukemia is presented.",Not ADE-related
36670,METHODS: A 54 year-old male was treated with alendronate sodium 70 mg orally once per week.,Not ADE-related
36671,"Hence, desensitization would be essential and may be accomplished successfully using the protocol described in this report.",Not ADE-related
36672,Intravenous methotrexate is an effective adjunct to steroid therapy in the treatment of steroid-resistant or life-threatening dermatomyositis-polyositis or dermatomyositis-polymyositis complicated by severe steroid-related effects.,Not ADE-related
36673,"In order to prevent GVHD, CsA alone was administered, 3 mg/kg i.v. per day for a total of 40 days.",Not ADE-related
36674,Hypotensive shock and angio-oedema from angiotensin II receptor blocker: a class effect in spite of tripled tryptase values.,Not ADE-related
36675,Cholestyramine washout and prednisolone (60 mg/day) were given.,Not ADE-related
36676,"After treatment with recombinant tissue plasminogen activator, the patient's hemodynamic status improved, permitting the liver transplant to be completed.",Not ADE-related
36677,"This drug has been used for treatment of human malaria since 1984, and to date clinical trials have involved about 3.4 million patients in more than 30 countries (personal communication).",Not ADE-related
36678,"Along with receiving multiple other drugs, the patient was started on a continuous i.v. infusion of dobutamine 3 mug/kg/min.",Not ADE-related
36679,"While the 2 patients without re-exposure to etanercept did not have further CD flares, the third patient flared 6 months after re-institution of etanercept in combination with azathioprine.",Not ADE-related
36680,"Both were alcoholic, malnourished and presented with radiologically widespread, smear-positive disease and lymphocytopenia.",Not ADE-related
36681,"The results of our investigation were inconclusive, but suggested that the endoscope could have been responsible for some of the cases.",Not ADE-related
36682,"Within four weeks after initiation of chemotherapy, the International Normalization Ratio (INR) increased from 3.04 to 39.56.",Not ADE-related
36683,Diagnosis is made by clinical suspicion and exclusion of other causes of respiratory compromise.,Not ADE-related
36684,"The ATL proved refractory to chemotherapy, and he underwent BMT conditioned with CY/TBI.",Not ADE-related
36685,"Nineteen months after diagnosis, her mother gave birth to an HLA-compatible sibling, whose cord blood was cryopreserved.",Not ADE-related
36686,The clinical picture and efficacy of mirtazapine will be discussed.,Not ADE-related
36687,We report a case of a 74-year-old man with chronic lymphocytic leukemia who received high-dose intermittent chlorambucil and prednisone every two weeks.,Not ADE-related
36688,"Forty-three of 101 outpatients with parkinsonism reported that they regularly experienced primary sensory symptoms, i.e., spontaneous abnormal sensations not caused by somatic disease.",Not ADE-related
